id,category,topic,description_en,description_hi,advice_en,advice_hi
972,Child Health,Measles,"Measles symptoms include pain, fever, and weakness. It is especially common in elderly.","Measles गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बुजुर्गों में आम है।","Use clean water, proper diet, and follow medical advice to manage Measles.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Measles के लिए।
973,Child Health,Worm Infection,"Worm Infection spreads through unsafe water, poor hygiene, or insects. It is especially common in rural communities.",यदि समय पर इलाज न किया जाए तो Worm Infection गंभीर हो सकता है। यह विशेष रूप से बच्चों में आम है।,Get regular checkups and use available government support to deal with Worm Infection.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Worm Infection के लिए।
974,Child Health,Diarrhea,Diarrhea can cause serious problems if not treated in time. It is especially common in rural communities.,यदि समय पर इलाज न किया जाए तो Diarrhea गंभीर हो सकता है। यह विशेष रूप से बच्चों में आम है।,"To prevent Diarrhea, maintain hygiene and consult a health worker.",यदि Diarrhea हो तो तुरंत नजदीकी क्लिनिक जाएं।
975,Child Health,Worm Infection,Many individuals suffer from Worm Infection due to lack of awareness. It is especially common in urban slums.,जागरूकता की कमी के कारण कई लोग Worm Infection से पीड़ित होते हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"Use clean water, proper diet, and follow medical advice to manage Worm Infection.",यदि Worm Infection हो तो तुरंत नजदीकी क्लिनिक जाएं।
976,Child Health,Immunization,"Immunization spreads through unsafe water, poor hygiene, or insects. It is especially common in children.","Immunization गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।","Use clean water, proper diet, and follow medical advice to manage Immunization.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Immunization के लिए।"
977,Child Health,Measles,Measles is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,"Measles गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से शहरी झुग्गियों में आम है।",Get regular checkups and use available government support to deal with Measles.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Measles के लिए।"
978,Child Health,Worm Infection,Worm Infection is a health issue that commonly affects people in rural areas. It is especially common in pregnant women.,Worm Infection एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,Proper awareness and timely care help reduce the impact of Worm Infection.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Worm Infection के लिए।
979,Child Health,Nutrition,Nutrition is a health issue that commonly affects people in rural areas. It is especially common in children.,जागरूकता की कमी के कारण कई लोग Nutrition से पीड़ित होते हैं। यह विशेष रूप से बच्चों में आम है।,"In case of Nutrition, immediately visit the nearest clinic.",Nutrition से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
980,Child Health,Diarrhea,Diarrhea is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,Diarrhea एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Diarrhea.",उचित जागरूकता और समय पर देखभाल से Diarrhea के प्रभाव को कम किया जा सकता है।
981,Child Health,Worm Infection,Worm Infection is a health issue that commonly affects people in rural areas. It is especially common in urban slums.,यदि समय पर इलाज न किया जाए तो Worm Infection गंभीर हो सकता है। यह विशेष रूप से बच्चों में आम है।,Get regular checkups and use available government support to deal with Worm Infection.,Worm Infection से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
982,Child Health,Measles,Measles is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,"Measles के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।","Use clean water, proper diet, and follow medical advice to manage Measles.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Measles के लिए।
983,Child Health,Immunization,"Immunization spreads through unsafe water, poor hygiene, or insects. It is especially common in urban slums.","Immunization गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से शहरी झुग्गियों में आम है।",Get regular checkups and use available government support to deal with Immunization.,Immunization से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
984,Child Health,Nutrition,Nutrition can cause serious problems if not treated in time. It is especially common in pregnant women.,"Nutrition गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।",Get regular checkups and use available government support to deal with Nutrition.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Nutrition के लिए।
985,Child Health,Immunization,Immunization is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,जागरूकता की कमी के कारण कई लोग Immunization से पीड़ित होते हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"To prevent Immunization, maintain hygiene and consult a health worker.",Immunization से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
986,Child Health,Nutrition,"Nutrition spreads through unsafe water, poor hygiene, or insects. It is especially common in children.","Nutrition के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से बच्चों में आम है।","Use clean water, proper diet, and follow medical advice to manage Nutrition.",Nutrition से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
987,Child Health,Measles,Many individuals suffer from Measles due to lack of awareness. It is especially common in rural communities.,"Measles के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से बच्चों में आम है।","Use clean water, proper diet, and follow medical advice to manage Measles.",यदि Measles हो तो तुरंत नजदीकी क्लिनिक जाएं।
988,Child Health,Diarrhea,Diarrhea is a health issue that commonly affects people in rural areas. It is especially common in pregnant women.,जागरूकता की कमी के कारण कई लोग Diarrhea से पीड़ित होते हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"In case of Diarrhea, immediately visit the nearest clinic.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Diarrhea के लिए।"
989,Child Health,Measles,"Measles symptoms include pain, fever, and weakness. It is especially common in children.","Measles गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बुजुर्गों में आम है।","In case of Measles, immediately visit the nearest clinic.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Measles के लिए।
990,Child Health,Worm Infection,Worm Infection can cause serious problems if not treated in time. It is especially common in pregnant women.,जागरूकता की कमी के कारण कई लोग Worm Infection से पीड़ित होते हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"Use clean water, proper diet, and follow medical advice to manage Worm Infection.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Worm Infection के लिए।"
991,Child Health,Nutrition,"Nutrition symptoms include pain, fever, and weakness. It is especially common in children.","Nutrition के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।","To prevent Nutrition, maintain hygiene and consult a health worker.",Nutrition से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
992,Child Health,Measles,Many individuals suffer from Measles due to lack of awareness. It is especially common in elderly.,"Measles के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से बच्चों में आम है।","To prevent Measles, maintain hygiene and consult a health worker.",उचित जागरूकता और समय पर देखभाल से Measles के प्रभाव को कम किया जा सकता है।
993,Child Health,Nutrition,Nutrition can cause serious problems if not treated in time. It is especially common in urban slums.,Nutrition एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,"In case of Nutrition, immediately visit the nearest clinic.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Nutrition के लिए।"
994,Child Health,Worm Infection,Many individuals suffer from Worm Infection due to lack of awareness. It is especially common in pregnant women.,"Worm Infection गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।","Use clean water, proper diet, and follow medical advice to manage Worm Infection.",यदि Worm Infection हो तो तुरंत नजदीकी क्लिनिक जाएं।
995,Child Health,Diarrhea,Diarrhea is a health issue that commonly affects people in rural areas. It is especially common in children.,"Diarrhea के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।","In case of Diarrhea, immediately visit the nearest clinic.",Diarrhea से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
996,Child Health,Immunization,"Immunization symptoms include pain, fever, and weakness. It is especially common in urban slums.","Immunization गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बुजुर्गों में आम है।","Use clean water, proper diet, and follow medical advice to manage Immunization.",Immunization से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
997,Child Health,Nutrition,Nutrition can cause serious problems if not treated in time. It is especially common in urban slums.,जागरूकता की कमी के कारण कई लोग Nutrition से पीड़ित होते हैं। यह विशेष रूप से बुजुर्गों में आम है।,Get regular checkups and use available government support to deal with Nutrition.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Nutrition के लिए।"
998,Child Health,Diarrhea,Many individuals suffer from Diarrhea due to lack of awareness. It is especially common in pregnant women.,"Diarrhea के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से शहरी झुग्गियों में आम है।","To prevent Diarrhea, maintain hygiene and consult a health worker.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Diarrhea के लिए।
999,Child Health,Measles,"Measles spreads through unsafe water, poor hygiene, or insects. It is especially common in elderly.","Measles गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।","To prevent Measles, maintain hygiene and consult a health worker.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Measles के लिए।"
1000,Child Health,Worm Infection,Worm Infection can cause serious problems if not treated in time. It is especially common in elderly.,"Worm Infection गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बुजुर्गों में आम है।",Proper awareness and timely care help reduce the impact of Worm Infection.,उचित जागरूकता और समय पर देखभाल से Worm Infection के प्रभाव को कम किया जा सकता है।
1001,Child Health,Immunization,"Immunization spreads through unsafe water, poor hygiene, or insects. It is especially common in elderly.","Immunization के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।","To prevent Immunization, maintain hygiene and consult a health worker.",Immunization से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1002,Child Health,Worm Infection,"Worm Infection spreads through unsafe water, poor hygiene, or insects. It is especially common in rural communities.",Worm Infection एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,Get regular checkups and use available government support to deal with Worm Infection.,उचित जागरूकता और समय पर देखभाल से Worm Infection के प्रभाव को कम किया जा सकता है।
1003,Child Health,Immunization,"Immunization symptoms include pain, fever, and weakness. It is especially common in rural communities.",यदि समय पर इलाज न किया जाए तो Immunization गंभीर हो सकता है। यह विशेष रूप से बच्चों में आम है।,"To prevent Immunization, maintain hygiene and consult a health worker.",Immunization से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1004,Child Health,Worm Infection,Worm Infection can cause serious problems if not treated in time. It is especially common in pregnant women.,Worm Infection एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Worm Infection.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Worm Infection के लिए।
1005,Child Health,Immunization,Immunization is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,जागरूकता की कमी के कारण कई लोग Immunization से पीड़ित होते हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।,Get regular checkups and use available government support to deal with Immunization.,यदि Immunization हो तो तुरंत नजदीकी क्लिनिक जाएं।
1006,Child Health,Worm Infection,"Worm Infection symptoms include pain, fever, and weakness. It is especially common in rural communities.",Worm Infection एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Worm Infection.",Worm Infection से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1007,Child Health,Measles,Many individuals suffer from Measles due to lack of awareness. It is especially common in children.,Measles एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"To prevent Measles, maintain hygiene and consult a health worker.",यदि Measles हो तो तुरंत नजदीकी क्लिनिक जाएं।
1008,Child Health,Measles,Measles is a health issue that commonly affects people in rural areas. It is especially common in urban slums.,जागरूकता की कमी के कारण कई लोग Measles से पीड़ित होते हैं। यह विशेष रूप से बच्चों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Measles.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Measles के लिए।
1009,Child Health,Worm Infection,Many individuals suffer from Worm Infection due to lack of awareness. It is especially common in pregnant women.,"Worm Infection गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से शहरी झुग्गियों में आम है।","To prevent Worm Infection, maintain hygiene and consult a health worker.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Worm Infection के लिए।
1010,Child Health,Diarrhea,"Diarrhea spreads through unsafe water, poor hygiene, or insects. It is especially common in rural communities.",जागरूकता की कमी के कारण कई लोग Diarrhea से पीड़ित होते हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"To prevent Diarrhea, maintain hygiene and consult a health worker.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Diarrhea के लिए।
1011,Child Health,Diarrhea,Diarrhea is a health issue that commonly affects people in rural areas. It is especially common in urban slums.,"Diarrhea के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।","In case of Diarrhea, immediately visit the nearest clinic.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Diarrhea के लिए।"
1012,Child Health,Diarrhea,"Diarrhea spreads through unsafe water, poor hygiene, or insects. It is especially common in rural communities.",Diarrhea एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"In case of Diarrhea, immediately visit the nearest clinic.",यदि Diarrhea हो तो तुरंत नजदीकी क्लिनिक जाएं।
1013,Child Health,Nutrition,"Nutrition spreads through unsafe water, poor hygiene, or insects. It is especially common in rural communities.",जागरूकता की कमी के कारण कई लोग Nutrition से पीड़ित होते हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।,Proper awareness and timely care help reduce the impact of Nutrition.,यदि Nutrition हो तो तुरंत नजदीकी क्लिनिक जाएं।
1014,Child Health,Immunization,"Immunization spreads through unsafe water, poor hygiene, or insects. It is especially common in rural communities.",जागरूकता की कमी के कारण कई लोग Immunization से पीड़ित होते हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"In case of Immunization, immediately visit the nearest clinic.",यदि Immunization हो तो तुरंत नजदीकी क्लिनिक जाएं।
1015,Child Health,Nutrition,Nutrition is a health issue that commonly affects people in rural areas. It is especially common in pregnant women.,"Nutrition गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से ग्रामीण समुदायों में आम है।","Use clean water, proper diet, and follow medical advice to manage Nutrition.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Nutrition के लिए।"
1016,Child Health,Immunization,"Immunization symptoms include pain, fever, and weakness. It is especially common in pregnant women.","Immunization गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से शहरी झुग्गियों में आम है।","In case of Immunization, immediately visit the nearest clinic.",उचित जागरूकता और समय पर देखभाल से Immunization के प्रभाव को कम किया जा सकता है।
1017,Child Health,Measles,Measles can cause serious problems if not treated in time. It is especially common in elderly.,"Measles के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।",Proper awareness and timely care help reduce the impact of Measles.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Measles के लिए।
1018,Child Health,Measles,Measles is a health issue that commonly affects people in rural areas. It is especially common in rural communities.,Measles एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Measles.",यदि Measles हो तो तुरंत नजदीकी क्लिनिक जाएं।
1019,Child Health,Immunization,Immunization is a health issue that commonly affects people in rural areas. It is especially common in children.,यदि समय पर इलाज न किया जाए तो Immunization गंभीर हो सकता है। यह विशेष रूप से शहरी झुग्गियों में आम है।,"To prevent Immunization, maintain hygiene and consult a health worker.",यदि Immunization हो तो तुरंत नजदीकी क्लिनिक जाएं।
1020,Child Health,Immunization,"Immunization symptoms include pain, fever, and weakness. It is especially common in children.",जागरूकता की कमी के कारण कई लोग Immunization से पीड़ित होते हैं। यह विशेष रूप से बच्चों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Immunization.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Immunization के लिए।"
1021,Child Health,Diarrhea,Diarrhea is a health issue that commonly affects people in rural areas. It is especially common in elderly.,जागरूकता की कमी के कारण कई लोग Diarrhea से पीड़ित होते हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"In case of Diarrhea, immediately visit the nearest clinic.",यदि Diarrhea हो तो तुरंत नजदीकी क्लिनिक जाएं।
1022,Child Health,Immunization,"Immunization spreads through unsafe water, poor hygiene, or insects. It is especially common in pregnant women.",जागरूकता की कमी के कारण कई लोग Immunization से पीड़ित होते हैं। यह विशेष रूप से बुजुर्गों में आम है।,"To prevent Immunization, maintain hygiene and consult a health worker.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Immunization के लिए।
1023,Child Health,Worm Infection,Worm Infection can cause serious problems if not treated in time. It is especially common in pregnant women.,"Worm Infection गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।","In case of Worm Infection, immediately visit the nearest clinic.",उचित जागरूकता और समय पर देखभाल से Worm Infection के प्रभाव को कम किया जा सकता है।
1024,Child Health,Immunization,Immunization is a health issue that commonly affects people in rural areas. It is especially common in urban slums.,Immunization एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,Proper awareness and timely care help reduce the impact of Immunization.,Immunization से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1025,Child Health,Immunization,Immunization is a health issue that commonly affects people in rural areas. It is especially common in children.,Immunization एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,"To prevent Immunization, maintain hygiene and consult a health worker.",उचित जागरूकता और समय पर देखभाल से Immunization के प्रभाव को कम किया जा सकता है।
1026,Child Health,Diarrhea,"Diarrhea spreads through unsafe water, poor hygiene, or insects. It is especially common in elderly.",यदि समय पर इलाज न किया जाए तो Diarrhea गंभीर हो सकता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,Get regular checkups and use available government support to deal with Diarrhea.,Diarrhea से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1027,Child Health,Nutrition,Nutrition is a health issue that commonly affects people in rural areas. It is especially common in urban slums.,"Nutrition के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से ग्रामीण समुदायों में आम है।",Proper awareness and timely care help reduce the impact of Nutrition.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Nutrition के लिए।"
1028,Child Health,Nutrition,Many individuals suffer from Nutrition due to lack of awareness. It is especially common in urban slums.,Nutrition एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से ग्रामीण समुदायों में आम है।,"To prevent Nutrition, maintain hygiene and consult a health worker.",उचित जागरूकता और समय पर देखभाल से Nutrition के प्रभाव को कम किया जा सकता है।
1029,Child Health,Measles,Many individuals suffer from Measles due to lack of awareness. It is especially common in rural communities.,Measles एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"To prevent Measles, maintain hygiene and consult a health worker.",Measles से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1030,Child Health,Diarrhea,"Diarrhea spreads through unsafe water, poor hygiene, or insects. It is especially common in urban slums.","Diarrhea गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।",Get regular checkups and use available government support to deal with Diarrhea.,Diarrhea से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1031,Child Health,Immunization,Many individuals suffer from Immunization due to lack of awareness. It is especially common in urban slums.,Immunization एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से शहरी झुग्गियों में आम है।,Proper awareness and timely care help reduce the impact of Immunization.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Immunization के लिए।"
1032,Child Health,Immunization,Immunization can cause serious problems if not treated in time. It is especially common in children.,"Immunization के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से बुजुर्गों में आम है।",Proper awareness and timely care help reduce the impact of Immunization.,उचित जागरूकता और समय पर देखभाल से Immunization के प्रभाव को कम किया जा सकता है।
1033,Child Health,Immunization,Immunization is a health issue that commonly affects people in rural areas. It is especially common in elderly.,"Immunization के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।",Get regular checkups and use available government support to deal with Immunization.,उचित जागरूकता और समय पर देखभाल से Immunization के प्रभाव को कम किया जा सकता है।
1034,Child Health,Worm Infection,Worm Infection is a health issue that commonly affects people in rural areas. It is especially common in pregnant women.,यदि समय पर इलाज न किया जाए तो Worm Infection गंभीर हो सकता है। यह विशेष रूप से बुजुर्गों में आम है।,"Use clean water, proper diet, and follow medical advice to manage Worm Infection.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Worm Infection के लिए।"
1035,Child Health,Worm Infection,Many individuals suffer from Worm Infection due to lack of awareness. It is especially common in urban slums.,जागरूकता की कमी के कारण कई लोग Worm Infection से पीड़ित होते हैं। यह विशेष रूप से बच्चों में आम है।,Get regular checkups and use available government support to deal with Worm Infection.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Worm Infection के लिए।"
1036,Child Health,Worm Infection,"Worm Infection spreads through unsafe water, poor hygiene, or insects. It is especially common in elderly.",जागरूकता की कमी के कारण कई लोग Worm Infection से पीड़ित होते हैं। यह विशेष रूप से बुजुर्गों में आम है।,"To prevent Worm Infection, maintain hygiene and consult a health worker.",यदि Worm Infection हो तो तुरंत नजदीकी क्लिनिक जाएं।
1037,Child Health,Diarrhea,Diarrhea can cause serious problems if not treated in time. It is especially common in children.,जागरूकता की कमी के कारण कई लोग Diarrhea से पीड़ित होते हैं। यह विशेष रूप से बुजुर्गों में आम है।,Proper awareness and timely care help reduce the impact of Diarrhea.,यदि Diarrhea हो तो तुरंत नजदीकी क्लिनिक जाएं।
1038,Child Health,Nutrition,Many individuals suffer from Nutrition due to lack of awareness. It is especially common in pregnant women.,यदि समय पर इलाज न किया जाए तो Nutrition गंभीर हो सकता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"To prevent Nutrition, maintain hygiene and consult a health worker.","साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Nutrition के लिए।"
1039,Child Health,Nutrition,Nutrition is a health issue that commonly affects people in rural areas. It is especially common in urban slums.,"Nutrition के लक्षणों में दर्द, बुखार और कमजोरी शामिल हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।",Proper awareness and timely care help reduce the impact of Nutrition.,यदि Nutrition हो तो तुरंत नजदीकी क्लिनिक जाएं।
1040,Child Health,Diarrhea,"Diarrhea symptoms include pain, fever, and weakness. It is especially common in children.",Diarrhea एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बुजुर्गों में आम है।,Get regular checkups and use available government support to deal with Diarrhea.,"साफ पानी, उचित आहार और चिकित्सकीय सलाह का पालन करें Diarrhea के लिए।"
1041,Government Schemes,PMJAY,"PMJAY spreads through unsafe water, poor hygiene, or insects. It is especially common in pregnant women.",PMJAY एक सामान्य स्वास्थ्य समस्या है जो ग्रामीण इलाकों में आम है। यह विशेष रूप से बच्चों में आम है।,Proper awareness and timely care help reduce the impact of PMJAY.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें PMJAY के लिए।
1042,Government Schemes,Vaccination Camps,Vaccination Camps can cause serious problems if not treated in time. It is especially common in rural communities.,यदि समय पर इलाज न किया जाए तो Vaccination Camps गंभीर हो सकता है। यह विशेष रूप से गर्भवती महिलाओं में आम है।,"In case of Vaccination Camps, immediately visit the nearest clinic.",नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Vaccination Camps के लिए।
1043,Government Schemes,Health ID,Health ID is a health issue that commonly affects people in rural areas. It is especially common in elderly.,"Health ID गंदे पानी, खराब स्वच्छता या कीड़ों से फैलता है। यह विशेष रूप से बच्चों में आम है।",Proper awareness and timely care help reduce the impact of Health ID.,Health ID से बचने के लिए स्वच्छता बनाए रखें और स्वास्थ्य कार्यकर्ता से सलाह लें।
1044,Government Schemes,Free Medicines,Free Medicines can cause serious problems if not treated in time. It is especially common in pregnant women.,जागरूकता की कमी के कारण कई लोग Free Medicines से पीड़ित होते हैं। यह विशेष रूप से गर्भवती महिलाओं में आम है।,Get regular checkups and use available government support to deal with Free Medicines.,नियमित जांच कराएं और सरकारी सहायता का उपयोग करें Free Medicines के लिए।
